"parentTerm","parent_size","ID","cluster","parent","parentSimScore","score","size","term","Description","Freq"
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0071158",42,"GO:0010389",0.687,1,30,"positive regulation of cell cycle arrest","positive regulation of cell
cycle arrest",1
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0010389",42,"GO:0010389",0.999,2,79,"regulation of G2/M transition of mitotic cell cycle","regulation of G2/M transition
of mitotic cell cycle",2
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0010972",42,"GO:0010389",0.947,1,59,"negative regulation of G2/M transition of mitotic cell cycle","negative regulation of G2/M transition of
mitotic cell cycle",1
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0045840",42,"GO:0010389",0.698,1,28,"positive regulation of mitotic nuclear division","positive regulation of mitotic
nuclear division",1
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0007093",42,"GO:0010389",0.771,1,40,"mitotic cell cycle checkpoint","mitotic cell cycle checkpoint",1
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0006977",42,"GO:0010389",0.767,1,60,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest","DNA damage response, signal transduction by
p53 class mediator resulting in cell cycle arrest",1
"regulation of G2/M transition of mitotic cell cycle",11,"GO:0071850",42,"GO:0010389",0.65,1,19,"mitotic cell cycle arrest","mitotic cell cycle arrest",1
"endocrine pancreas development",10,"GO:0070306",41,"GO:0031018",0.313,1,13,"lens fiber cell differentiation","lens fiber cell differentiation",1
"endocrine pancreas development",10,"GO:0048839",41,"GO:0031018",0.36,1,47,"inner ear development","inner ear development",1
"endocrine pancreas development",10,"GO:0031016",41,"GO:0031018",0.97,1,24,"pancreas development","pancreas development",1
"endocrine pancreas development",10,"GO:0031018",41,"GO:0031018",1,2,27,"endocrine pancreas development","endocrine pancreas development",2
"endocrine pancreas development",10,"GO:0002088",41,"GO:0031018",0.335,1,44,"lens development in camera-type eye","lens development in camera-type
eye",1
"endocrine pancreas development",10,"GO:0060041",41,"GO:0031018",0.351,1,61,"retina development in camera-type eye","retina development in camera-type
eye",1
"endocrine pancreas development",10,"GO:0042474",41,"GO:0031018",0.304,1,20,"middle ear morphogenesis","middle ear morphogenesis",1
"endocrine pancreas development",10,"GO:0043010",41,"GO:0031018",0.373,2,43,"camera-type eye development","camera-type eye development",2
"extracellular matrix organization",10,"GO:0030199",3,"GO:0030198",0.844,2,57,"collagen fibril organization","collagen fibril organization",2
"extracellular matrix organization",10,"GO:0070831",3,"GO:0030198",0.765,1,8,"basement membrane assembly","basement membrane assembly",1
"extracellular matrix organization",10,"GO:0030198",3,"GO:0030198",0.997,5,258,"extracellular matrix organization","extracellular matrix organization",5
"extracellular matrix organization",10,"GO:0071711",3,"GO:0030198",0.799,2,11,"basement membrane organization","basement membrane organization",2
"female pregnancy",10,"GO:0051321",53,"GO:0007565",0.637,1,66,"meiotic cell cycle","meiotic cell cycle",1
"female pregnancy",10,"GO:0008406",53,"GO:0007565",0.618,1,11,"gonad development","gonad development",1
"female pregnancy",10,"GO:0046697",53,"GO:0007565",0.857,2,24,"decidualization","decidualization",2
"female pregnancy",10,"GO:0007565",53,"GO:0007565",0.999,2,88,"female pregnancy","female pregnancy",2
"female pregnancy",10,"GO:0007286",53,"GO:0007565",0.687,1,85,"spermatid development","spermatid development",1
"female pregnancy",10,"GO:0060065",53,"GO:0007565",0.516,1,16,"uterus development","uterus development",1
"female pregnancy",10,"GO:0007283",53,"GO:0007565",0.758,2,429,"spermatogenesis","spermatogenesis",2
"intermediate filament organization",10,"GO:0045109",16,"GO:0045109",1,3,20,"intermediate filament organization","intermediate filament organization",3
"intermediate filament organization",10,"GO:0051017",16,"GO:0045109",0.638,2,51,"actin filament bundle assembly","actin filament bundle assembly",2
"intermediate filament organization",10,"GO:0051639",16,"GO:0045109",0.526,1,8,"actin filament network formation","actin filament network formation",1
"intermediate filament organization",10,"GO:0051764",16,"GO:0045109",0.535,1,11,"actin crosslink formation","actin crosslink formation",1
"intermediate filament organization",10,"GO:0032956",16,"GO:0045109",0.561,1,76,"regulation of actin cytoskeleton organization","regulation of actin cytoskeleton organization",1
"intermediate filament organization",10,"GO:0051496",16,"GO:0045109",0.59,1,59,"positive regulation of stress fiber assembly","positive regulation of stress
fiber assembly",1
"intermediate filament organization",10,"GO:0043149",16,"GO:0045109",0.616,1,16,"stress fiber assembly","stress fiber assembly",1
"positive regulation of synapse assembly",10,"GO:0007043",14,"GO:0051965",0.761,3,46,"cell-cell junction assembly","cell-cell junction assembly",3
"positive regulation of synapse assembly",10,"GO:1905606",14,"GO:0051965",0.877,2,38,"regulation of presynapse assembly","regulation of presynapse assembly",2
"positive regulation of synapse assembly",10,"GO:0045216",14,"GO:0051965",0.695,1,20,"cell-cell junction organization","cell-cell junction organization",1
"positive regulation of synapse assembly",10,"GO:0090129",14,"GO:0051965",0.711,1,9,"positive regulation of synapse maturation","positive regulation of synapse maturation",1
"positive regulation of synapse assembly",10,"GO:0051965",14,"GO:0051965",1,3,64,"positive regulation of synapse assembly","positive regulation of synapse assembly",3
"multicellular organism development",9,"GO:0000902",38,"GO:0007275",0.512,2,90,"cell morphogenesis","cell morphogenesis",2
"multicellular organism development",9,"GO:0007275",38,"GO:0007275",0.879,2,440,"multicellular organism development","multicellular organism development",2
"multicellular organism development",9,"GO:0009887",38,"GO:0007275",0.588,1,112,"animal organ morphogenesis","animal organ morphogenesis",1
"multicellular organism development",9,"GO:0048812",38,"GO:0007275",0.524,1,65,"neuron projection morphogenesis","neuron projection morphogenesis",1
"multicellular organism development",9,"GO:0009653",38,"GO:0007275",0.656,1,109,"anatomical structure morphogenesis","anatomical structure morphogenesis",1
"multicellular organism development",9,"GO:0042476",38,"GO:0007275",0.414,2,33,"odontogenesis","odontogenesis",2
"stimulatory C-type lectin receptor signaling pathway",9,"GO:0002223",70,"GO:0002223",0.999,2,113,"stimulatory C-type lectin receptor signaling pathway","stimulatory C-type lectin receptor
signaling pathway",2
"stimulatory C-type lectin receptor signaling pathway",9,"GO:0050729",70,"GO:0002223",0.825,2,90,"positive regulation of inflammatory response","positive regulation of inflammatory response",2
"stimulatory C-type lectin receptor signaling pathway",9,"GO:0045088",70,"GO:0002223",0.907,1,24,"regulation of innate immune response","regulation of innate immune response",1
"stimulatory C-type lectin receptor signaling pathway",9,"GO:0050927",70,"GO:0002223",0.676,1,12,"positive regulation of positive chemotaxis","positive regulation of positive chemotaxis",1
"stimulatory C-type lectin receptor signaling pathway",9,"GO:0031667",70,"GO:0002223",0.486,1,37,"response to nutrient levels","response to nutrient levels",1
"stimulatory C-type lectin receptor signaling pathway",9,"GO:0050921",70,"GO:0002223",0.771,1,18,"positive regulation of chemotaxis","positive regulation of chemotaxis",1
"stimulatory C-type lectin receptor signaling pathway",9,"GO:0032094",70,"GO:0002223",0.403,1,21,"response to food","response to food",1
"locomotory behavior",8,"GO:0048148",86,"GO:0007626",0.64,1,22,"behavioral response to cocaine","behavioral response to cocaine",1
"locomotory behavior",8,"GO:0007612",86,"GO:0007626",0.738,1,62,"learning","learning",1
"locomotory behavior",8,"GO:0008542",86,"GO:0007626",0.674,1,48,"visual learning","visual learning",1
"locomotory behavior",8,"GO:0030534",86,"GO:0007626",0.733,1,30,"adult behavior","adult behavior",1
"locomotory behavior",8,"GO:0007626",86,"GO:0007626",0.999,1,84,"locomotory behavior","locomotory behavior",1
"locomotory behavior",8,"GO:0007613",86,"GO:0007626",0.722,1,84,"memory","memory",1
"locomotory behavior",8,"GO:0007616",86,"GO:0007626",0.658,1,33,"long-term memory","long-term memory",1
"locomotory behavior",8,"GO:0008306",86,"GO:0007626",0.701,1,27,"associative learning","associative learning",1
"osteoblast differentiation",8,"GO:0045668",15,"GO:0001649",0.885,2,51,"negative regulation of osteoblast differentiation","negative regulation of osteoblast differentiation",2
"osteoblast differentiation",8,"GO:0001649",15,"GO:0001649",0.998,3,110,"osteoblast differentiation","osteoblast differentiation",3
"osteoblast differentiation",8,"GO:0030500",15,"GO:0001649",0.805,1,21,"regulation of bone mineralization","regulation of bone mineralization",1
"osteoblast differentiation",8,"GO:0030282",15,"GO:0001649",0.834,1,46,"bone mineralization","bone mineralization",1
"osteoblast differentiation",8,"GO:0045669",15,"GO:0001649",0.9,1,64,"positive regulation of osteoblast differentiation","positive regulation of osteoblast differentiation",1
"response to toxic substance",8,"GO:0045471",20,"GO:0009636",0.864,1,102,"response to ethanol","response to ethanol",1
"response to toxic substance",8,"GO:0009636",20,"GO:0009636",0.996,3,65,"response to toxic substance","response to toxic substance",3
"response to toxic substance",8,"GO:0046677",20,"GO:0009636",0.405,1,26,"response to antibiotic","response to antibiotic",1
"response to toxic substance",8,"GO:0035094",20,"GO:0009636",0.813,2,42,"response to nicotine","response to nicotine",2
"response to toxic substance",8,"GO:0098869",20,"GO:0009636",0.853,1,79,"cellular oxidant detoxification","cellular oxidant detoxification",1
"embryonic limb morphogenesis",7,"GO:0035162",79,"GO:0030326",0.55,1,16,"embryonic hemopoiesis","embryonic hemopoiesis",1
"embryonic limb morphogenesis",7,"GO:0001756",79,"GO:0030326",0.595,1,47,"somitogenesis","somitogenesis",1
"embryonic limb morphogenesis",7,"GO:0061053",79,"GO:0030326",0.609,1,16,"somite development","somite development",1
"embryonic limb morphogenesis",7,"GO:0021915",79,"GO:0030326",0.634,1,28,"neural tube development","neural tube development",1
"embryonic limb morphogenesis",7,"GO:0048566",79,"GO:0030326",0.565,1,17,"embryonic digestive tract development","embryonic digestive tract development",1
"embryonic limb morphogenesis",7,"GO:0030326",79,"GO:0030326",0.999,1,38,"embryonic limb morphogenesis","embryonic limb morphogenesis",1
"embryonic limb morphogenesis",7,"GO:0001835",79,"GO:0030326",0.552,1,26,"blastocyst hatching","blastocyst hatching",1
"exogenous drug catabolic process",7,"GO:0042738",9,"GO:0042738",1,4,30,"exogenous drug catabolic process","exogenous drug catabolic process",4
"exogenous drug catabolic process",7,"GO:0006559",9,"GO:0042738",0.762,1,21,"L-phenylalanine catabolic process","L-phenylalanine catabolic process",1
"exogenous drug catabolic process",7,"GO:0017144",9,"GO:0042738",0.738,2,31,"drug metabolic process","drug metabolic process",2
"lactation",7,"GO:0060749",58,"GO:0007595",0.776,1,15,"mammary gland alveolus development","mammary gland alveolus development",1
"lactation",7,"GO:0070365",58,"GO:0007595",0.624,1,13,"hepatocyte differentiation","hepatocyte differentiation",1
"lactation",7,"GO:0007595",58,"GO:0007595",1,2,46,"lactation","lactation",2
"lactation",7,"GO:0030325",58,"GO:0007595",0.646,1,23,"adrenal gland development","adrenal gland development",1
"lactation",7,"GO:0001889",58,"GO:0007595",0.718,1,74,"liver development","liver development",1
"lactation",7,"GO:0021983",58,"GO:0007595",0.669,1,27,"pituitary gland development","pituitary gland development",1
"negative regulation of fat cell differentiation",7,"GO:0001755",88,"GO:0045599",0.331,1,48,"neural crest cell migration","neural crest cell migration",1
"negative regulation of fat cell differentiation",7,"GO:0045165",88,"GO:0045599",0.373,1,50,"cell fate commitment","cell fate commitment",1
"negative regulation of fat cell differentiation",7,"GO:0050872",88,"GO:0045599",0.74,1,14,"white fat cell differentiation","white fat cell differentiation",1
"negative regulation of fat cell differentiation",7,"GO:0045599",88,"GO:0045599",1,1,51,"negative regulation of fat cell differentiation","negative regulation of fat
cell differentiation",1
"negative regulation of fat cell differentiation",7,"GO:0045598",88,"GO:0045599",0.934,1,15,"regulation of fat cell differentiation","regulation of fat cell differentiation",1
"negative regulation of fat cell differentiation",7,"GO:0048863",88,"GO:0045599",0.366,1,29,"stem cell differentiation","stem cell differentiation",1
"negative regulation of fat cell differentiation",7,"GO:0045600",88,"GO:0045599",0.89,1,55,"positive regulation of fat cell differentiation","positive regulation of fat
cell differentiation",1
"nuclear migration",7,"GO:2000300",80,"GO:0007097",0.417,1,57,"regulation of synaptic vesicle exocytosis","regulation of synaptic vesicle exocytosis",1
"nuclear migration",7,"GO:0051170",80,"GO:0007097",0.504,1,22,"import into nucleus","import into nucleus",1
"nuclear migration",7,"GO:0035735",80,"GO:0007097",0.461,1,47,"intraciliary transport involved in cilium assembly","intraciliary transport involved in
cilium assembly",1
"nuclear migration",7,"GO:0006836",80,"GO:0007097",0.305,1,16,"neurotransmitter transport","neurotransmitter transport",1
"nuclear migration",7,"GO:0030705",80,"GO:0007097",0.52,1,18,"cytoskeleton-dependent intracellular transport","cytoskeleton-dependent intracellular transport",1
"nuclear migration",7,"GO:0016082",80,"GO:0007097",0.385,1,16,"synaptic vesicle priming","synaptic vesicle priming",1
"nuclear migration",7,"GO:0007097",80,"GO:0007097",1,1,13,"nuclear migration","nuclear migration",1
"response to drug",7,"GO:0006805",59,"GO:0042493",0.405,1,108,"xenobiotic metabolic process","xenobiotic metabolic process",1
"response to drug",7,"GO:0001975",59,"GO:0042493",0.695,1,32,"response to amphetamine","response to amphetamine",1
"response to drug",7,"GO:0035690",59,"GO:0042493",0.887,1,57,"cellular response to drug","cellular response to drug",1
"response to drug",7,"GO:0042493",59,"GO:0042493",0.99,2,201,"response to drug","response to drug",2
"response to drug",7,"GO:0071732",59,"GO:0042493",0.66,1,16,"cellular response to nitric oxide","cellular response to nitric oxide",1
"response to drug",7,"GO:0043278",59,"GO:0042493",0.697,1,28,"response to morphine","response to morphine",1
"cellular response to calcium ion",6,"GO:0035865",57,"GO:0071277",0.746,1,11,"cellular response to potassium ion","cellular response to potassium ion",1
"cellular response to calcium ion",6,"GO:0010288",57,"GO:0071277",0.695,1,20,"response to lead ion","response to lead ion",1
"cellular response to calcium ion",6,"GO:0046686",57,"GO:0071277",0.743,1,25,"response to cadmium ion","response to cadmium ion",1
"cellular response to calcium ion",6,"GO:0071277",57,"GO:0071277",0.999,2,87,"cellular response to calcium ion","cellular response to calcium ion",2
"cellular response to calcium ion",6,"GO:0072711",57,"GO:0071277",0.732,1,11,"cellular response to hydroxyurea","cellular response to hydroxyurea",1
"determination of left/right symmetry",6,"GO:0009953",69,"GO:0007368",0.753,1,31,"dorsal/ventral pattern formation","dorsal/ventral pattern formation",1
"determination of left/right symmetry",6,"GO:0007389",69,"GO:0007368",0.875,1,42,"pattern specification process","pattern specification process",1
"determination of left/right symmetry",6,"GO:0009954",69,"GO:0007368",0.694,1,23,"proximal/distal pattern formation","proximal/distal pattern formation",1
"determination of left/right symmetry",6,"GO:0003139",69,"GO:0007368",0.638,1,9,"secondary heart field specification","secondary heart field specification",1
"determination of left/right symmetry",6,"GO:0007368",69,"GO:0007368",0.999,2,62,"determination of left/right symmetry","determination of left/right symmetry",2
"positive regulation of gene expression",6,"GO:0010608",55,"GO:0010628",0.583,1,26,"posttranscriptional regulation of gene expression","posttranscriptional regulation of gene expression",1
"positive regulation of gene expression",6,"GO:0010629",55,"GO:0010628",0.658,1,243,"negative regulation of gene expression","negative regulation of gene expression",1
"positive regulation of gene expression",6,"GO:0035196",55,"GO:0010628",0.412,1,19,"production of miRNAs involved in gene silencing by miRNA","production of miRNAs involved
in gene silencing by miRNA",1
"positive regulation of gene expression",6,"GO:0010628",55,"GO:0010628",0.971,2,433,"positive regulation of gene expression","positive regulation of gene expression",2
"positive regulation of gene expression",6,"GO:0006349",55,"GO:0010628",0.372,1,16,"regulation of gene expression by genetic imprinting","regulation of gene expression
by genetic imprinting",1
"positive regulation of histone deacetylation",6,"GO:0043044",54,"GO:0031065",0.541,1,38,"ATP-dependent chromatin remodeling","ATP-dependent chromatin remodeling",1
"positive regulation of histone deacetylation",6,"GO:0031065",54,"GO:0031065",1,2,12,"positive regulation of histone deacetylation","positive regulation of histone deacetylation",2
"positive regulation of histone deacetylation",6,"GO:0006325",54,"GO:0031065",0.653,1,152,"chromatin organization","chromatin organization",1
"positive regulation of histone deacetylation",6,"GO:0043966",54,"GO:0031065",0.612,1,52,"histone H3 acetylation","histone H3 acetylation",1
"positive regulation of histone deacetylation",6,"GO:0043967",54,"GO:0031065",0.629,1,40,"histone H4 acetylation","histone H4 acetylation",1
"regulation of ion transmembrane transport",6,"GO:0055085",51,"GO:0034765",0.837,1,287,"transmembrane transport","transmembrane transport",1
"regulation of ion transmembrane transport",6,"GO:0008645",51,"GO:0034765",0.628,1,13,"hexose transmembrane transport","hexose transmembrane transport",1
"regulation of ion transmembrane transport",6,"GO:1904659",51,"GO:0034765",0.62,2,31,"glucose transmembrane transport","glucose transmembrane transport",2
"regulation of ion transmembrane transport",6,"GO:0034765",51,"GO:0034765",0.995,2,114,"regulation of ion transmembrane transport","regulation of ion transmembrane transport",2
"regulation of osteoclast differentiation",6,"GO:0001779",63,"GO:0045670",0.62,1,9,"natural killer cell differentiation","natural killer cell differentiation",1
"regulation of osteoclast differentiation",6,"GO:0043011",63,"GO:0045670",0.748,1,18,"myeloid dendritic cell differentiation","myeloid dendritic cell differentiation",1
"regulation of osteoclast differentiation",6,"GO:0060216",63,"GO:0045670",0.553,1,16,"definitive hemopoiesis","definitive hemopoiesis",1
"regulation of osteoclast differentiation",6,"GO:0045670",63,"GO:0045670",1,2,11,"regulation of osteoclast differentiation","regulation of osteoclast differentiation",2
"regulation of osteoclast differentiation",6,"GO:0030316",63,"GO:0045670",0.959,1,38,"osteoclast differentiation","osteoclast differentiation",1
"negative regulation of transcription elongation from RNA polymerase II promoter",5,"GO:0034244",72,"GO:0034244",1,2,13,"negative regulation of transcription elongation from RNA polymerase II promoter","negative regulation of transcription elongation from
RNA polymerase II promoter",2
"negative regulation of transcription elongation from RNA polymerase II promoter",5,"GO:0006139",72,"GO:0034244",0.343,1,33,"nucleobase-containing compound metabolic process","nucleobase-containing compound metabolic process",1
"negative regulation of transcription elongation from RNA polymerase II promoter",5,"GO:0016070",72,"GO:0034244",0.391,1,46,"RNA metabolic process","RNA metabolic process",1
"negative regulation of transcription elongation from RNA polymerase II promoter",5,"GO:0006369",72,"GO:0034244",0.379,1,35,"termination of RNA polymerase II transcription","termination of RNA polymerase
II transcription",1
"peptide hormone processing",5,"GO:0016486",47,"GO:0016486",1,2,23,"peptide hormone processing","peptide hormone processing",2
"peptide hormone processing",5,"GO:0051604",47,"GO:0016486",0.852,2,23,"protein maturation","protein maturation",2
"peptide hormone processing",5,"GO:0016485",47,"GO:0016486",0.876,1,70,"protein processing","protein processing",1
"positive regulation of mitochondrial fission",5,"GO:0045651",68,"GO:0090141",0.453,1,15,"positive regulation of macrophage differentiation","positive regulation of macrophage differentiation",1
"positive regulation of mitochondrial fission",5,"GO:0090141",68,"GO:0090141",1,2,20,"positive regulation of mitochondrial fission","positive regulation of mitochondrial fission",2
"positive regulation of mitochondrial fission",5,"GO:0045597",68,"GO:0090141",0.603,1,36,"positive regulation of cell differentiation","positive regulation of cell differentiation",1
"positive regulation of mitochondrial fission",5,"GO:0045648",68,"GO:0090141",0.471,1,31,"positive regulation of erythrocyte differentiation","positive regulation of erythrocyte differentiation",1
"positive regulation of reactive oxygen species biosynthetic process",5,"GO:0045429",82,"GO:1903428",0.978,1,46,"positive regulation of nitric oxide biosynthetic process","positive regulation of nitric
oxide biosynthetic process",1
"positive regulation of reactive oxygen species biosynthetic process",5,"GO:0042554",82,"GO:1903428",0.748,1,27,"superoxide anion generation","superoxide anion generation",1
"positive regulation of reactive oxygen species biosynthetic process",5,"GO:1903428",82,"GO:1903428",1,1,13,"positive regulation of reactive oxygen species biosynthetic process","positive regulation of reactive
oxygen species biosynthetic process",1
"positive regulation of reactive oxygen species biosynthetic process",5,"GO:2000377",82,"GO:1903428",0.907,1,21,"regulation of reactive oxygen species metabolic process","regulation of reactive oxygen
species metabolic process",1
"positive regulation of reactive oxygen species biosynthetic process",5,"GO:0006809",82,"GO:1903428",0.914,1,16,"nitric oxide biosynthetic process","nitric oxide biosynthetic process",1
"ATP metabolic process",4,"GO:0045821",37,"GO:0046034",0.784,1,24,"positive regulation of glycolytic process","positive regulation of glycolytic process",1
"ATP metabolic process",4,"GO:0006096",37,"GO:0046034",0.9,1,39,"glycolytic process","glycolytic process",1
"ATP metabolic process",4,"GO:0046034",37,"GO:0046034",0.997,2,34,"ATP metabolic process","ATP metabolic process",2
"attachment of mitotic spindle microtubules to kinetochore",4,"GO:0007076",66,"GO:0051315",0.728,1,29,"mitotic chromosome condensation","mitotic chromosome condensation",1
"attachment of mitotic spindle microtubules to kinetochore",4,"GO:0007059",66,"GO:0051315",0.757,1,80,"chromosome segregation","chromosome segregation",1
"attachment of mitotic spindle microtubules to kinetochore",4,"GO:0051315",66,"GO:0051315",1,2,13,"attachment of mitotic spindle microtubules to kinetochore","attachment of mitotic spindle
microtubules to kinetochore",2
"developmental growth",4,"GO:0043403",78,"GO:0048589",0.775,1,19,"skeletal muscle tissue regeneration","skeletal muscle tissue regeneration",1
"developmental growth",4,"GO:0001558",78,"GO:0048589",0.87,1,68,"regulation of cell growth","regulation of cell growth",1
"developmental growth",4,"GO:0048589",78,"GO:0048589",0.994,1,23,"developmental growth","developmental growth",1
"developmental growth",4,"GO:0040014",78,"GO:0048589",0.801,1,26,"regulation of multicellular organism growth","regulation of multicellular organism growth",1
"DNA unwinding involved in DNA replication",4,"GO:0006271",95,"GO:0006268",0.699,1,12,"DNA strand elongation involved in DNA replication","DNA strand elongation involved
in DNA replication",1
"DNA unwinding involved in DNA replication",4,"GO:0006268",95,"GO:0006268",1,1,14,"DNA unwinding involved in DNA replication","DNA unwinding involved in
DNA replication",1
"DNA unwinding involved in DNA replication",4,"GO:0006260",95,"GO:0006268",0.761,1,151,"DNA replication","DNA replication",1
"DNA unwinding involved in DNA replication",4,"GO:0006270",95,"GO:0006268",0.725,1,33,"DNA replication initiation","DNA replication initiation",1
"fructose 6-phosphate metabolic process",4,"GO:0006002",76,"GO:0006002",1,1,14,"fructose 6-phosphate metabolic process","fructose 6-phosphate metabolic process",1
"fructose 6-phosphate metabolic process",4,"GO:0018279",76,"GO:0006002",0.473,1,49,"protein N-linked glycosylation via asparagine","protein N-linked glycosylation via
asparagine",1
"fructose 6-phosphate metabolic process",4,"GO:0030203",76,"GO:0006002",0.525,1,10,"glycosaminoglycan metabolic process","glycosaminoglycan metabolic process",1
"fructose 6-phosphate metabolic process",4,"GO:0006487",76,"GO:0006002",0.5,1,45,"protein N-linked glycosylation","protein N-linked glycosylation",1
"intracellular receptor signaling pathway",4,"GO:0007154",49,"GO:0030522",0.426,1,27,"cell communication","cell communication",1
"intracellular receptor signaling pathway",4,"GO:0030522",49,"GO:0030522",0.998,2,34,"intracellular receptor signaling pathway","intracellular receptor signaling pathway",2
"intracellular receptor signaling pathway",4,"GO:0070423",49,"GO:0030522",0.846,1,22,"nucleotide-binding oligomerization domain containing signaling pathway","nucleotide-binding oligomerization domain containing
signaling pathway",1
"negative regulation of myotube differentiation",4,"GO:0045662",92,"GO:0010832",0.564,1,24,"negative regulation of myoblast differentiation","negative regulation of myoblast differentiation",1
"negative regulation of myotube differentiation",4,"GO:0010832",92,"GO:0010832",1,1,16,"negative regulation of myotube differentiation","negative regulation of myotube differentiation",1
"negative regulation of myotube differentiation",4,"GO:0007517",92,"GO:0010832",0.656,1,92,"muscle organ development","muscle organ development",1
"negative regulation of myotube differentiation",4,"GO:0030239",92,"GO:0010832",0.717,1,13,"myofibril assembly","myofibril assembly",1
"ribosomal small subunit biogenesis",4,"GO:0042274",61,"GO:0042274",0.999,2,18,"ribosomal small subunit biogenesis","ribosomal small subunit biogenesis",2
"ribosomal small subunit biogenesis",4,"GO:0000462",61,"GO:0042274",0.946,1,27,"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)","maturation of SSU-rRNA from tricistronic rRNA
transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",1
"ribosomal small subunit biogenesis",4,"GO:0030490",61,"GO:0042274",0.966,1,16,"maturation of SSU-rRNA","maturation of SSU-rRNA",1
"skeletal system development",4,"GO:0001501",48,"GO:0001501",0.995,2,139,"skeletal system development","skeletal system development",2
"skeletal system development",4,"GO:0060348",48,"GO:0001501",0.895,1,43,"bone development","bone development",1
"skeletal system development",4,"GO:0048706",48,"GO:0001501",0.852,1,33,"embryonic skeletal system development","embryonic skeletal system development",1
"SREBP signaling pathway",4,"GO:0032933",65,"GO:0032933",1,2,10,"SREBP signaling pathway","SREBP signaling pathway",2
"SREBP signaling pathway",4,"GO:0032967",65,"GO:0032933",0.414,1,28,"positive regulation of collagen biosynthetic process","positive regulation of collagen
biosynthetic process",1
"SREBP signaling pathway",4,"GO:0001921",65,"GO:0032933",0.319,1,16,"positive regulation of receptor recycling","positive regulation of receptor recycling",1
"chaperone-mediated protein folding",3,"GO:0042026",96,"GO:0061077",0.781,1,45,"protein refolding","protein refolding",1
"chaperone-mediated protein folding",3,"GO:0051085",96,"GO:0061077",0.958,1,35,"chaperone cofactor-dependent protein refolding","chaperone cofactor-dependent protein refolding",1
"chaperone-mediated protein folding",3,"GO:0061077",96,"GO:0061077",1,1,28,"chaperone-mediated protein folding","chaperone-mediated protein folding",1
"estrous cycle",3,"GO:0044849",87,"GO:0044849",1,1,16,"estrous cycle","estrous cycle",1
"estrous cycle",3,"GO:0032922",87,"GO:0044849",0.683,1,73,"circadian regulation of gene expression","circadian regulation of gene expression",1
"estrous cycle",3,"GO:0042752",87,"GO:0044849",0.714,1,71,"regulation of circadian rhythm","regulation of circadian rhythm",1
"gluconeogenesis",3,"GO:0006006",77,"GO:0006094",0.922,1,60,"glucose metabolic process","glucose metabolic process",1
"gluconeogenesis",3,"GO:0006094",77,"GO:0006094",0.999,1,70,"gluconeogenesis","gluconeogenesis",1
"gluconeogenesis",3,"GO:0005975",77,"GO:0006094",0.809,1,122,"carbohydrate metabolic process","carbohydrate metabolic process",1
"lysosome organization",3,"GO:0042407",84,"GO:0007040",0.335,1,34,"cristae formation","cristae formation",1
"lysosome organization",3,"GO:0061024",84,"GO:0007040",0.326,1,132,"membrane organization","membrane organization",1
"lysosome organization",3,"GO:0007040",84,"GO:0007040",0.999,1,42,"lysosome organization","lysosome organization",1
"maintenance of epithelial cell apical/basal polarity",3,"GO:0090162",81,"GO:0045199",0.699,1,13,"establishment of epithelial cell polarity","establishment of epithelial cell polarity",1
"maintenance of epithelial cell apical/basal polarity",3,"GO:0045199",81,"GO:0045199",1,1,10,"maintenance of epithelial cell apical/basal polarity","maintenance of epithelial cell
apical/basal polarity",1
"maintenance of epithelial cell apical/basal polarity",3,"GO:0045198",81,"GO:0045199",0.859,1,15,"establishment of epithelial cell apical/basal polarity","establishment of epithelial cell
apical/basal polarity",1
"negative regulation of bone resorption",3,"GO:0046849",64,"GO:0045779",0.879,1,18,"bone remodeling","bone remodeling",1
"negative regulation of bone resorption",3,"GO:0045779",64,"GO:0045779",1,2,13,"negative regulation of bone resorption","negative regulation of bone resorption",2
"skin morphogenesis",3,"GO:0001942",50,"GO:0043589",0.643,1,39,"hair follicle development","hair follicle development",1
"skin morphogenesis",3,"GO:0043589",50,"GO:0043589",1,2,9,"skin morphogenesis","skin morphogenesis",2
"toll-like receptor 3 signaling pathway",3,"GO:0034138",100,"GO:0034138",1,1,12,"toll-like receptor 3 signaling pathway","toll-like receptor 3 signaling
pathway",1
"toll-like receptor 3 signaling pathway",3,"GO:0002755",100,"GO:0034138",0.721,1,34,"MyD88-dependent toll-like receptor signaling pathway","MyD88-dependent toll-like receptor signaling
pathway",1
"toll-like receptor 3 signaling pathway",3,"GO:0002756",100,"GO:0034138",0.743,1,20,"MyD88-independent toll-like receptor signaling pathway","MyD88-independent toll-like receptor signaling
pathway",1
"tRNA aminoacylation for protein translation",3,"GO:0006388",89,"GO:0006418",0.755,1,26,"tRNA splicing, via endonucleolytic cleavage and ligation","tRNA splicing, via endonucleolytic
cleavage and ligation",1
